# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "10" "-F" "GTF" "-t" "miRNA" "-g" "ID" "-a" "/home/shared/resources/mirna/mmu.gff3" "-o" "/home/qianhui/damagedmuscle_project/data/02_data_processed/04_featurecounts/bwa_counts.txt" "/home/qianhui/damagedmuscle_project/data/02_data_processed/03_bwa/damaged_muscle_exosome_1_sorted.bam" "/home/qianhui/damagedmuscle_project/data/02_data_processed/03_bwa/damaged_muscle_exosome_2_sorted.bam" "/home/qianhui/damagedmuscle_project/data/02_data_processed/03_bwa/muscle_exosome_1_sorted.bam" "/home/qianhui/damagedmuscle_project/data/02_data_processed/03_bwa/muscle_exosome_2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/qianhui/damagedmuscle_project/data/02_data_processed/03_bwa/damaged_muscle_exosome_1_sorted.bam	/home/qianhui/damagedmuscle_project/data/02_data_processed/03_bwa/damaged_muscle_exosome_2_sorted.bam	/home/qianhui/damagedmuscle_project/data/02_data_processed/03_bwa/muscle_exosome_1_sorted.bam	/home/qianhui/damagedmuscle_project/data/02_data_processed/03_bwa/muscle_exosome_2_sorted.bam
MIMAT0004824	chr12	109572044	109572066	+	23	0	0	0	0
MIMAT0017276	chr12	109580243	109580261	+	19	9	16	6	12
MIMAT0004888	chr12	109580283	109580305	+	23	0	0	0	0
MIMAT0004644	chr12	109585818	109585839	+	22	0	0	0	0
MIMAT0000578	chr12	109585850	109585871	+	22	0	0	0	0
MIMAT0022353	chr12	109585851	109585873	-	23	0	0	0	0
MIMAT0022354	chr12	109585813	109585834	-	22	0	0	0	0
MIMAT0004786	chr12	109586085	109586107	+	23	0	0	0	0
MIMAT0003167	chr12	109586122	109586141	+	20	0	0	0	0
MIMAT0017238	chr12	109586331	109586356	+	26	0	0	0	0
MIMAT0003733	chr12	109586368	109586387	+	20	0	0	0	0
MIMAT0014846	chr12	109587959	109587981	+	23	0	0	0	0
MIMAT0014847	chr12	109587999	109588020	+	22	0	0	2	2
MIMAT0014849	chr12	109588648	109588669	+	22	0	0	0	0
MIMAT0014846_1	chr12	109588608	109588630	+	23	0	0	0	0
MIMAT0001418	chr12	109590459	109590479	+	21	2	13	2	1
MIMAT0004753	chr12	109590502	109590523	+	22	0	0	0	0
MIMAT0001419	chr12	109591729	109591750	+	22	0	0	3	0
MIMAT0001420	chr12	109591781	109591802	+	22	0	17	2	0
MIMAT0004530	chr12	109592854	109592875	+	22	0	0	0	0
MIMAT0000139	chr12	109592888	109592909	+	22	890	874	609	839
MIMAT0001421	chr12	109594528	109594549	+	22	0	0	0	0
MIMAT0001422	chr12	109594565	109594586	+	22	0	0	0	0
MIMAT0012771	chr12	109595006	109595028	+	23	0	0	0	0
MIMAT0014850	chr12	109595363	109595384	-	22	0	0	0	0
MIMAT0014851	chr12	109595329	109595350	-	22	0	0	0	0
MIMAT0000148	chr12	109595331	109595352	+	22	0	0	0	0
MIMAT0004532	chr12	109595366	109595387	+	22	0	0	0	0
MIMAT0017037	chr12	109611521	109611541	+	21	10	5	25	16
MIMAT0000588	chr12	109611556	109611576	+	21	0	0	63	42
MIMAT0005843	chr12	109611841	109611861	+	21	0	0	0	0
MIMAT0017328	chr12	109611877	109611901	+	25	0	0	0	0
MIMAT0017174	chr12	109618270	109618289	+	20	0	0	0	0
MIMAT0001095	chr12	109618305	109618326	+	22	2	2	1	0
MIMAT0004847	chr12	109682207	109682228	+	22	0	0	0	0
MIMAT0000743	chr12	109709065	109709085	+	21	69	91	23	98
MIMAT0017080	chr12	109709102	109709123	+	22	5	7	5	0
MIMAT0004747	chr12	109710190	109710210	+	21	381	407	216	257
MIMAT0001093	chr12	109710225	109710246	+	22	0	0	0	0
MIMAT0000377	chr12	109710644	109710665	+	22	0	0	0	0
MIMAT0004577	chr12	109710676	109710697	+	22	0	0	0	0
MIMAT0022836	chr12	109710673	109710693	-	21	0	0	0	0
MIMAT0022837	chr12	109710645	109710662	-	18	0	0	0	0
MIMAT0000744	chr12	109711806	109711827	+	22	0	0	0	0
MIMAT0000745	chr12	109711842	109711863	+	22	0	0	0	0
MIMAT0017331	chr12	109712361	109712381	+	21	0	0	0	0
MIMAT0005858	chr12	109712396	109712416	+	21	0	0	9	0
MIMAT0004638	chr12	109712523	109712544	+	22	0	1	1	0
MIMAT0000551	chr12	109712558	109712578	+	21	5	16	2	13
MIMAT0017235	chr12	109712823	109712843	+	21	0	0	0	0
MIMAT0003889	chr12	109712858	109712876	+	19	0	0	0	0
MIMAT0017032	chr12	109713503	109713524	+	22	0	0	0	0
MIMAT0000567	chr12	109713541	109713562	+	22	0	0	0	0
MIMAT0017215	chr12	109715334	109715355	+	22	0	0	1	3
MIMAT0003182	chr12	109715367	109715388	+	22	0	10	0	0
MIMAT0003455	chr12	109715587	109715608	+	22	0	0	0	0
MIMAT0017248	chr12	109715624	109715645	+	22	0	0	1	0
MIMAT0017329	chr12	109715716	109715735	+	20	0	0	0	0
MIMAT0005851	chr12	109715750	109715770	+	21	0	0	0	0
MIMAT0003737	chr12	109717103	109717124	+	22	0	0	0	0
MIMAT0004823	chr12	109717140	109717161	+	22	0	0	0	0
MIMAT0017207	chr12	109717269	109717289	+	21	0	0	1	0
MIMAT0003168	chr12	109717304	109717325	+	22	0	0	0	0
MIMAT0017249	chr12	109718757	109718779	+	23	0	8	1	0
MIMAT0003456	chr12	109718795	109718816	+	22	15	27	8	0
MIMAT0017239	chr12	109720020	109720044	+	25	0	0	0	0
MIMAT0003734	chr12	109720061	109720083	+	23	0	0	0	0
MIMAT0005295	chr12	109722733	109722754	+	22	0	2	0	0
MIMAT0003183	chr12	109722770	109722790	+	21	11	1	12	12
MIMAT0004897	chr12	109723235	109723256	+	22	0	0	0	0
MIMAT0004898	chr12	109723270	109723291	+	22	1	0	1	0
MIMAT0003388	chr12	109723471	109723492	+	22	0	0	0	0
MIMAT0001092	chr12	109723508	109723528	+	21	0	0	0	0
MIMAT0003387	chr12	109723786	109723807	+	22	0	0	0	0
MIMAT0000740	chr12	109723824	109723844	+	21	3	3	5	0
MIMAT0004578	chr12	109724318	109724339	+	22	0	0	0	0
MIMAT0000378	chr12	109724363	109724384	+	22	0	0	0	0
MIMAT0017081	chr12	109726829	109726851	+	23	0	0	0	0
MIMAT0000746	chr12	109726870	109726891	+	22	10	1	0	0
MIMAT0017216	chr12	109727347	109727367	+	21	0	0	0	0
MIMAT0003184	chr12	109727382	109727403	+	22	28	12	31	9
MIMAT0003169	chr12	109728136	109728157	+	22	0	0	0	0
MIMAT0017208	chr12	109728176	109728197	+	22	0	0	0	0
MIMAT0017282	chr12	109729335	109729355	+	21	0	0	0	0
MIMAT0004941	chr12	109729371	109729392	+	22	0	0	0	0
MIMAT0000747	chr12	109733781	109733802	+	22	7	38	43	4
MIMAT0004691	chr12	109733819	109733840	+	22	0	8	0	0
MIMAT0000146	chr12	109734145	109734166	+	22	0	0	0	1
MIMAT0016985	chr12	109734184	109734203	+	20	0	0	14	0
MIMAT0017237	chr12	109734733	109734756	+	24	0	0	0	0
MIMAT0003732	chr12	109734774	109734797	+	24	0	0	0	0
MIMAT0003128	chr12	109734910	109734931	+	22	22	31	34	24
MIMAT0003129	chr12	109734946	109734967	+	22	0	0	2	0
MIMAT0004870	chr12	109735669	109735692	+	24	0	0	0	0
MIMAT0000164	chr12	109738438	109738459	+	22	1	10	2	2
MIMAT0004537	chr12	109738474	109738495	+	22	0	0	5	0
MIMAT0017244	chr12	109739132	109739152	+	21	0	0	1	0
MIMAT0003738	chr12	109739165	109739186	+	22	0	13	0	0
MIMAT0017079	chr12	109740515	109740536	+	22	0	0	9	0
MIMAT0000741	chr12	109740553	109740574	+	22	0	0	0	0
MIMAT0003170	chr12	109742422	109742446	+	25	5	0	0	0
MIMAT0017209	chr12	109742466	109742487	+	22	0	0	0	0
MIMAT0004746	chr12	109743172	109743194	+	23	0	0	5	0
MIMAT0001090	chr12	109743204	109743225	+	22	19	45	27	17
MIMAT0017173	chr12	109743303	109743325	+	23	88	102	74	92
MIMAT0001094	chr12	109743340	109743359	+	20	0	0	0	0
MIMAT0003185	chr12	109743431	109743452	+	22	85	102	76	45
MIMAT0003186	chr12	109743466	109743486	+	21	8	14	16	21
MIMAT0017172	chr12	109743729	109743749	+	21	12	0	0	0
MIMAT0001091	chr12	109743764	109743784	+	21	8	38	13	20
MIMAT0014852	chr12	109747893	109747914	+	22	0	0	0	0
MIMAT0014853	chr12	109747928	109747949	+	22	0	0	0	0
MIMAT0014800	chr12	110278094	110278115	-	22	6	8	1	1
MIMAT0014801	chr12	110278058	110278078	-	21	0	0	0	0
MIMAT0014854	chr12	112109252	112109273	+	22	0	0	0	0
MIMAT0014855	chr12	112109290	112109311	+	22	0	0	0	0
MIMAT0022375	chr12	112109288	112109309	-	22	0	0	0	0
MIMAT0022376	chr12	112109250	112109271	-	22	0	0	0	0
MIMAT0004547	chr12	112130889	112130910	+	22	0	0	0	0
MIMAT0000236	chr12	112130927	112130948	+	22	0	0	0	0
MIMAT0049831	chr12	112130927	112130946	-	20	0	0	0	0
MIMAT0049832	chr12	112130887	112130908	-	22	0	0	0	0
MIMAT0027778	chr12	112659327	112659347	-	21	0	0	0	0
MIMAT0027779	chr12	112659277	112659296	-	20	0	0	5	0
MIMAT0027780	chr12	112733328	112733350	+	23	0	0	0	0
MIMAT0027781	chr12	112733369	112733391	+	23	0	4	0	0
MIMAT0027782	chr12	112920515	112920535	-	21	0	0	0	0
MIMAT0027783	chr12	112920483	112920503	-	21	0	0	0	0
MIMAT0028094	chr12	114469444	114469466	-	23	0	0	0	0
MIMAT0028095	chr12	114469408	114469428	-	21	0	0	0	0
MIMAT0028096	chr12	114513672	114513694	-	23	0	0	0	0
MIMAT0028095_1	chr12	114513636	114513656	-	21	0	0	0	0
MIMAT0025135	chr12	115695773	115695793	-	21	0	0	0	0
MIMAT0016992	chr12	117250821	117250843	+	23	6	0	0	0
MIMAT0000163	chr12	117250860	117250881	+	22	129	122	132	112
MIMAT0017325	chr13	17747525	17747544	+	20	0	0	0	0
MIMAT0005834	chr13	17747552	17747573	+	22	0	0	0	0
MIMAT0027784	chr13	21396613	21396633	-	21	0	1	0	0
MIMAT0027785	chr13	21396579	21396600	-	22	0	0	0	0
MIMAT0007873	chr13	21445209	21445230	+	22	0	0	2	0
MIMAT0009455	chr13	21896930	21896950	-	21	1510	1401	1600	3560
MIMAT0049833	chr13	24980056	24980077	+	22	0	0	0	0
MIMAT0049834	chr13	24980094	24980114	+	21	0	0	0	0
MIMAT0025112	chr13	28710796	28710816	-	21	0	0	0	0
MIMAT0020634	chr13	40865801	40865820	+	20	0	0	0	0
MIMAT0000383	chr13	48536078	48536099	-	22	73595	86499	51442	89054
MIMAT0000384	chr13	48536024	48536045	-	22	2329	3205	594	1112
MIMAT0000525	chr13	48537889	48537910	-	22	81948	99818	68497	105870
MIMAT0004623	chr13	48537833	48537854	-	22	502	833	204	516
MIMAT0000521	chr13	48538239	48538260	-	22	77903	91625	47646	84631
MIMAT0004620	chr13	48538188	48538209	-	22	4077	4939	2725	4713
MIMAT0003461	chr13	50544644	50544664	-	21	0	0	0	0
MIMAT0003461_1	chr13	50600990	50601010	-	21	0	0	0	0
MIMAT0048641	chr13	54578152	54578173	+	22	0	0	0	0
MIMAT0048642	chr13	54578188	54578210	+	23	0	0	0	0
MIMAT0027786	chr13	55453111	55453130	+	20	0	0	0	0
MIMAT0027787	chr13	55453150	55453171	+	22	0	0	0	0
MIMAT0027788	chr13	55477754	55477776	-	23	0	0	3	0
MIMAT0027789	chr13	55477681	55477703	-	23	18	58	17	35
MIMAT0027790	chr13	55507667	55507688	-	22	0	0	0	0
MIMAT0027791	chr13	55507627	55507647	-	21	0	0	2	0
MIMAT0017268	chr13	58023170	58023191	-	22	5	4	0	0
MIMAT0004853	chr13	58023135	58023156	-	22	4	16	1	0
MIMAT0025113	chr13	58313119	58313141	-	23	0	0	0	0
MIMAT0000677	chr13	58392841	58392863	-	23	7401	9435	15034	24383
MIMAT0004670	chr13	58392800	58392821	-	22	670	679	583	930
MIMAT0003504	chr13	62760807	62760825	+	19	0	0	0	0
MIMAT0016980	chr13	63300492	63300512	+	21	14	52	52	72
MIMAT0000125	chr13	63300529	63300549	+	21	54663	68536	24669	48886
MIMAT0004522	chr13	63300718	63300739	+	22	140	165	81	129
MIMAT0000126	chr13	63300760	63300780	+	21	195666	214646	193748	255044
MIMAT0014856	chr13	63301249	63301270	-	22	0	0	0	0
MIMAT0014857	chr13	63301211	63301232	-	22	0	0	0	0
MIMAT0000218	chr13	63301213	63301235	+	23	0	0	0	0
MIMAT0000219	chr13	63301251	63301272	+	22	0	0	0	0
MIMAT0005844	chr13	71107108	71107129	+	22	0	0	0	1
MIMAT0003471	chr13	74407121	74407141	+	21	0	0	0	0
MIMAT0003459	chr13	75645119	75645139	+	21	0	0	1	0
MIMAT0019338	chr13	82698278	82698296	-	19	0	0	0	0
MIMAT0000142	chr13	83738821	83738843	+	23	0	0	0	0
MIMAT0000143	chr13	83738858	83738879	+	22	0	0	0	0
MIMAT0049835	chr13	83738856	83738876	-	21	0	0	0	0
MIMAT0049836	chr13	83738821	83738841	-	21	0	0	0	0
MIMAT0022377	chr13	93790777	93790794	+	18	0	0	0	0
MIMAT0022378	chr13	93790816	93790837	+	22	0	0	0	0
MIMAT0005291	chr13	109324753	109324774	+	22	1505	1333	1493	1970
MIMAT0005292	chr13	109324790	109324810	+	21	37	24	0	56
MIMAT0007874	chr13	109903819	109903840	+	22	0	0	0	0
MIMAT0003460	chr13	113036008	113036028	+	21	0	0	0	0
MIMAT0022715	chr13	113036049	113036070	+	22	0	0	0	0
MIMAT0005447	chr13	113037429	113037448	+	20	0	0	0	0
MIMAT0001542	chr13	113037549	113037570	+	22	177	110	185	367
MIMAT0017180	chr13	113037589	113037610	+	22	0	0	0	0
MIMAT0025136	chr14	11282482	11282502	+	21	0	0	0	0
MIMAT0027792	chr14	20690640	20690660	+	21	0	7	0	0
MIMAT0027793	chr14	20690684	20690703	+	20	0	3	0	0
MIMAT0028388	chr14	24088877	24088899	+	23	0	0	0	0
MIMAT0028389	chr14	24088907	24088930	+	24	0	0	0	0
MIMAT0014858	chr14	25534451	25534471	+	21	0	0	0	0
MIMAT0014859	chr14	25534491	25534511	+	21	0	0	2	0
MIMAT0029850	chr14	26669587	26669608	-	22	0	0	0	0
MIMAT0029851	chr14	26669547	26669567	-	21	0	0	12	12
MIMAT0027794	chr14	29988893	29988913	+	21	0	0	0	0
MIMAT0027795	chr14	29988930	29988951	+	22	0	0	0	0
MIMAT0014860	chr14	30572150	30572173	+	24	0	0	0	0
MIMAT0014861	chr14	30572185	30572207	+	23	0	0	0	0
MIMAT0000597	chr14	34894624	34894646	+	23	3	0	0	0
MIMAT0017039	chr14	34894662	34894683	+	22	0	0	0	0
MIMAT0004867	chr14	44947483	44947501	-	19	0	0	0	0
MIMAT0020642	chr14	45657972	45657994	-	23	4	5	1	1
MIMAT0025138	chr14	46954905	46954925	-	21	3690	3333	2159	3348
MIMAT0003464	chr14	54616746	54616767	-	22	0	0	0	0
MIMAT0027796	chr14	54643084	54643105	-	22	6	0	0	0
MIMAT0027797	chr14	54643050	54643070	-	21	4	0	1	0
MIMAT0017014	chr14	54949107	54949128	-	22	8	11	0	3
MIMAT0000520	chr14	54949072	54949093	-	22	39	52	17	61
MIMAT0017280	chr14	54975745	54975766	-	22	0	10	0	0
MIMAT0004939	chr14	54975710	54975731	-	22	219	270	59	44
MIMAT0027798	chr14	56082441	56082463	-	23	0	0	0	0
MIMAT0027799	chr14	56082401	56082421	-	21	0	0	0	0
MIMAT0014862	chr14	57798424	57798448	+	25	1	0	0	0
MIMAT0014863	chr14	57798466	57798487	+	22	13	14	0	2
MIMAT0003465	chr14	60228873	60228894	-	22	0	0	0	0
MIMAT0000527	chr14	61631936	61631957	-	22	6960	9890	6942	11226
MIMAT0004625	chr14	61631894	61631915	-	22	0	0	0	0
MIMAT0000526	chr14	61632075	61632096	-	22	2675	2315	1911	3781
MIMAT0004624	chr14	61632038	61632059	-	22	3	9	16	11
MIMAT0031400	chr14	62837797	62837817	+	21	0	0	0	6
MIMAT0025588	chr14	62865610	62865630	+	21	0	0	0	0
MIMAT0049837	chr14	63150324	63150348	-	25	0	0	0	0
MIMAT0049838	chr14	63150292	63150313	-	22	14	17	0	6
MIMAT0017283	chr14	63727199	63727221	+	23	0	0	2	0
MIMAT0004942	chr14	63727236	63727257	+	22	273	259	142	178
MIMAT0004527	chr14	64590670	64590691	+	22	0	0	0	0
MIMAT0000134	chr14	64590709	64590728	+	20	0	0	0	0
MIMAT0014864	chr14	64591200	64591222	+	23	0	0	0	0
MIMAT0014865	chr14	64591239	64591258	+	20	0	0	0	0
MIMAT0025584	chr14	67859699	67859722	-	24	0	0	0	0
MIMAT0027800	chr14	69692253	69692275	+	23	0	0	0	0
MIMAT0027801	chr14	69692293	69692313	+	21	0	2	0	0
MIMAT0017057	chr14	70443525	70443546	+	22	779	918	70	213
MIMAT0000666	chr14	70443557	70443578	+	22	4508	4015	1988	4083
MIMAT0003466	chr14	73206808	73206829	-	22	0	0	0	0
MIMAT0009446	chr14	78191451	78191468	-	18	0	0	0	0
MIMAT0003897	chr14	79738460	79738481	+	22	0	0	0	0
MIMAT0020641	chr14	102982608	102982631	-	24	0	0	0	0
MIMAT0025139	chr14	105623710	105623730	-	21	0	0	0	0
MIMAT0000649	chr14	115043684	115043706	+	23	174	185	167	256
MIMAT0000650	chr14	115043721	115043742	+	22	14	79	32	37
MIMAT0000528	chr14	115043867	115043889	+	23	33	16	99	57
MIMAT0004626	chr14	115043908	115043929	+	22	8	17	2	47
MIMAT0004660	chr14	115044012	115044033	+	22	0	0	0	0
MIMAT0000651	chr14	115044048	115044070	+	23	4	2	14	14
MIMAT0000529	chr14	115044183	115044205	+	23	393	360	378	672
MIMAT0004627	chr14	115044219	115044240	+	22	15	23	7	23
MIMAT0000513	chr14	115044358	115044380	+	23	238	216	384	448
MIMAT0017065	chr14	115044320	115044342	+	23	10	0	0	0
MIMAT0000539	chr14	115044476	115044496	+	21	9007	12492	10232	21693
MIMAT0017066	chr14	115044437	115044459	+	23	11	30	18	12
MIMAT0024860	chr14	117953768	117953787	-	20	90	38	10	29
MIMAT0024862	chr14	118258659	118258677	+	19	0	0	0	0
MIMAT0025140	chr14	118592376	118592396	-	21	0	0	0	0
MIMAT0007875	chr15	12171502	12171523	+	22	0	0	0	0
MIMAT0028392	chr15	25948227	25948247	+	21	0	0	0	0
MIMAT0028393	chr15	25948267	25948287	+	21	0	0	0	0
MIMAT0028131	chr15	27571499	27571520	+	22	0	0	0	0
MIMAT0028132	chr15	27571539	27571558	+	20	0	0	0	0
MIMAT0019344	chr15	29713337	29713356	-	20	0	0	0	0
MIMAT0012772	chr15	35660846	35660864	-	19	0	0	0	0
MIMAT0004937	chr15	35661016	35661037	-	22	0	0	0	0
MIMAT0004938	chr15	35660982	35661002	-	21	0	0	0	0
MIMAT0031399	chr15	36240113	36240134	-	22	0	0	0	0
MIMAT0027802	chr15	38490522	38490542	-	21	0	0	0	0
MIMAT0027803	chr15	38490473	38490493	-	21	0	0	0	0
MIMAT0007876	chr15	50889035	50889056	-	22	0	0	0	0
MIMAT0019339	chr15	53614216	53614235	-	20	1	6	0	7
MIMAT0000130	chr15	68337469	68337490	-	22	3247	4070	1630	3404
MIMAT0004524	chr15	68337431	68337452	-	22	38	29	2	41
MIMAT0000515	chr15	68341257	68341278	-	22	17188	16208	6529	12584
MIMAT0017011	chr15	68341217	68341238	-	22	69	108	44	112
MIMAT0004536	chr15	73254855	73254875	-	21	9381	13534	10048	15260
MIMAT0000161	chr15	73254820	73254840	-	21	1740	2432	1201	2263
MIMAT0027804	chr15	76064862	76064883	-	22	0	0	0	0
MIMAT0027805	chr15	76064828	76064849	-	22	0	0	0	5
MIMAT0009407	chr15	76215621	76215641	-	21	0	0	0	0
MIMAT0027806	chr15	76248196	76248221	+	26	0	0	0	0
MIMAT0027807	chr15	76248235	76248258	+	24	4	41	0	0
MIMAT0014866	chr15	76290932	76290954	-	23	0	0	0	0
MIMAT0014867	chr15	76290891	76290911	-	21	0	13	0	0
MIMAT0027808	chr15	76433219	76433240	+	22	0	0	0	0
MIMAT0027809	chr15	76433253	76433273	+	21	0	0	0	0
MIMAT0029860	chr15	78284827	78284849	-	23	0	0	0	0
MIMAT0029861	chr15	78284788	78284809	-	22	0	0	0	6
MIMAT0029860_1	chr15	78348599	78348621	+	23	0	0	0	0
MIMAT0029861_1	chr15	78348639	78348660	+	22	0	0	0	8
MIMAT0027810	chr15	78891845	78891868	+	24	0	0	0	0
MIMAT0027811	chr15	78891891	78891912	+	22	0	0	0	10
MIMAT0027812	chr15	79002231	79002250	+	20	0	0	0	0
MIMAT0027813	chr15	79002265	79002284	+	20	0	0	0	9
MIMAT0009408	chr15	79375271	79375293	-	23	29	6	0	9
MIMAT0017342	chr15	79375236	79375256	-	21	4	28	5	6
MIMAT0028394	chr15	79999007	79999026	-	20	0	0	0	0
MIMAT0028395	chr15	79998970	79998989	-	20	0	0	0	0
MIMAT0027814	chr15	80646078	80646098	+	21	0	0	0	0
MIMAT0027815	chr15	80646113	80646134	+	22	0	0	0	0
MIMAT0020621	chr15	80940049	80940071	+	23	37	79	15	46
MIMAT0000667	chr15	82198127	82198147	+	21	1035	508	834	1257
MIMAT0004666	chr15	82198167	82198188	+	22	2	0	0	28
MIMAT0029890	chr15	82393958	82393978	-	21	0	0	0	0
MIMAT0029891	chr15	82393919	82393940	-	22	0	0	0	0
MIMAT0014868	chr15	82959266	82959285	-	20	0	0	0	3
MIMAT0014869	chr15	82959228	82959249	-	22	0	0	0	0
MIMAT0049839	chr15	83341838	83341858	-	21	0	0	0	0
MIMAT0049840	chr15	83341804	83341824	-	21	0	0	0	0
MIMAT0049839_1	chr15	83362939	83362959	-	21	0	0	0	0
MIMAT0049840_1	chr15	83362905	83362925	-	21	0	0	0	0
MIMAT0025141	chr15	84168285	84168307	+	23	0	0	0	0
MIMAT0025142	chr15	84168334	84168356	+	23	0	2	0	0
MIMAT0014804	chr15	84951579	84951603	-	25	0	0	0	0
MIMAT0010560	chr15	84951545	84951566	-	22	232	340	104	138
MIMAT0000523	chr15	85706616	85706637	+	22	326912	345772	203138	356076
MIMAT0005439	chr15	85706664	85706685	+	22	4181	5100	2729	4788
MIMAT0000522	chr15	85707325	85707346	+	22	262835	296352	192439	338789
MIMAT0004621	chr15	85707379	85707400	+	22	406	708	70	362
MIMAT0025143	chr15	87795919	87795940	-	22	0	0	0	0
MIMAT0028133	chr15	89162882	89162903	-	22	0	0	0	0
MIMAT0028134	chr15	89162849	89162870	-	22	0	0	0	0
MIMAT0027816	chr15	89185516	89185537	-	22	0	0	0	0
MIMAT0027817	chr15	89185465	89185487	-	23	0	0	7	12
MIMAT0027818	chr15	89305705	89305727	-	23	2	13	26	9
MIMAT0027819	chr15	89305658	89305679	-	22	0	8	0	0
MIMAT0029798	chr15	90224360	90224379	+	20	0	0	0	0
MIMAT0029799	chr15	90224392	90224412	+	21	0	0	0	0
MIMAT0031397	chr15	98519828	98519853	-	26	0	0	0	0
MIMAT0027820	chr15	99080810	99080831	+	22	5	0	0	0
MIMAT0027821	chr15	99080844	99080865	+	22	0	0	0	0
MIMAT0027822	chr15	100649205	100649224	-	20	0	0	0	0
MIMAT0027823	chr15	100649163	100649184	-	22	0	0	0	0
MIMAT0027824	chr15	101193874	101193893	+	20	0	0	0	0
MIMAT0027825	chr15	101193908	101193929	+	22	0	0	0	0
MIMAT0009405	chr15	101369364	101369387	+	24	0	0	0	0
MIMAT0009406	chr15	101369401	101369421	+	21	14	26	4	4
MIMAT0049841	chr15	102328648	102328669	+	22	0	0	0	0
MIMAT0049842	chr15	102328689	102328709	+	21	0	0	0	0
MIMAT0003467	chr15	102671802	102671821	-	20	0	0	0	0
MIMAT0000518_1	chr15	102973365	102973386	+	22	42898	56111	56834	94314
MIMAT0004618	chr15	102973401	102973422	+	22	0	25	3	10
MIMAT0004837	chr15	103014926	103014947	+	22	40	7	0	10
MIMAT0003783	chr15	103014969	103014990	+	22	1585	1796	923	1443
MIMAT0017036	chr15	103285148	103285171	+	24	12	15	17	10
MIMAT0000580	chr15	103285185	103285206	+	22	99	117	192	232
MIMAT0027826	chr15	103350497	103350520	-	24	0	0	0	0
MIMAT0027827	chr15	103350455	103350477	-	23	14	0	52	32
MIMAT0025108	chr16	5215790	5215811	-	22	0	0	0	0
MIMAT0009410	chr16	11254381	11254402	-	22	21	1	0	4
MIMAT0017271	chr16	13449533	13449554	+	22	3	2	2	0
MIMAT0004859	chr16	13449570	13449591	+	22	558	812	508	702
MIMAT0017077	chr16	13453855	13453877	+	23	0	0	0	0
MIMAT0000711_1	chr16	13453895	13453916	+	22	539	722	249	615
MIMAT0025109	chr16	13471103	13471124	-	22	0	0	0	0
MIMAT0003127	chr16	14159630	14159651	+	22	2190	2751	964	1475
MIMAT0004583	chr16	17124109	17124130	-	22	47	144	22	41
MIMAT0000387	chr16	17124071	17124092	-	22	149	222	147	218
MIMAT0017232	chr16	17124456	17124477	-	22	0	0	0	0
MIMAT0004186	chr16	17124420	17124442	-	23	4	0	0	5
MIMAT0025110	chr16	18165093	18165114	-	22	0	0	0	0
MIMAT0009411	chr16	18284248	18284268	-	21	48	43	35	33
MIMAT0019136	chr16	18284288	18284310	-	23	3	10	2	19
MIMAT0035716	chr16	18284602	18284623	-	22	0	0	0	0
MIMAT0035717	chr16	18284562	18284583	-	22	0	0	0	0
MIMAT0000214	chr16	18327438	18327459	-	22	589	551	400	763
MIMAT0016996	chr16	18327405	18327425	-	21	0	4	0	4
MIMAT0005460	chr16	20604452	20604472	+	21	0	1	0	0
MIMAT0017231	chr16	20604516	20604536	+	21	0	0	0	2
MIMAT0029874	chr16	21256047	21256066	-	20	5	0	3	5
MIMAT0029875	chr16	21256013	21256034	-	22	44	14	9	12
MIMAT0031396	chr16	22532128	22532149	-	22	0	20	0	1
MIMAT0025106	chr16	22605342	22605363	+	22	0	0	0	0
MIMAT0000653	chr16	24827868	24827889	+	22	767	801	446	742
MIMAT0004661	chr16	24827908	24827929	+	22	1232	1368	1739	2137
MIMAT0003469	chr16	28599940	28599961	-	22	0	0	0	0
MIMAT0009412	chr16	32267540	32267566	-	27	0	0	0	0
MIMAT0009413	chr16	33105375	33105396	+	22	12	22	0	7
MIMAT0017343	chr16	33105411	33105432	+	22	0	0	0	0
MIMAT0025585	chr16	42303425	42303446	-	22	0	0	18	0
MIMAT0025586	chr16	42303386	42303406	-	21	0	0	8	5
MIMAT0004892	chr16	43640665	43640684	+	20	0	0	0	0
MIMAT0015641	chr16	44013885	44013905	+	21	0	0	0	0
MIMAT0014870	chr16	44558092	44558114	-	23	0	0	0	0
MIMAT0014871	chr16	44558058	44558080	-	23	0	0	0	0
MIMAT0025107	chr16	50727204	50727225	+	22	0	0	0	0
MIMAT0020626	chr16	55494770	55494788	+	19	0	0	0	0
MIMAT0049843	chr16	57610786	57610809	+	24	0	0	0	8
MIMAT0003470	chr16	74342005	74342026	-	22	0	0	0	0
MIMAT0000131	chr16	77598940	77598961	+	22	30281	29056	17501	26886
MIMAT0016981	chr16	77598977	77598997	+	21	44	16	25	29
MIMAT0000523_1	chr16	77599672	77599693	+	22	317738	335285	199118	348151
MIMAT0004622	chr16	77599717	77599738	+	22	12	5	7	1
MIMAT0000136	chr16	77646279	77646300	+	22	9328	10637	3457	6695
MIMAT0004529	chr16	77646318	77646339	+	22	139	265	156	146
MIMAT0000165	chr16	84714143	84714165	+	23	2393	2792	951	2394
MIMAT0016993	chr16	84714182	84714202	+	21	7	25	5	3
